year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,7,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",18.00,2.00,1.43,0.00,0.57,0.00,0.00,0.00,0.00,44.00,32.00,0.00,12.00,0.00,0.00
2025,7,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",48.00,16.00,4.06,3.15,5.49,0.00,3.30,2.00,0.00,1282.00,331.00,438.00,259.00,0.00,254.00
2025,7,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",65.00,10.00,3.53,1.00,3.04,0.00,2.43,2.00,0.00,735.00,151.00,172.00,139.00,0.00,273.00
2025,7,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",134.00,31.00,13.19,2.43,10.63,0.00,4.74,8.00,0.00,2264.00,798.00,303.00,702.00,0.00,461.00
2025,7,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",61.00,12.00,6.44,0.28,3.59,0.00,1.69,0.00,0.00,630.00,211.00,17.00,123.00,0.00,279.00
2025,7,YV,Mesa Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",31.00,5.00,1.84,0.00,1.15,0.00,2.01,0.00,0.00,668.00,154.00,0.00,67.00,0.00,447.00
2025,7,YV,Mesa Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",19.00,4.00,0.71,0.30,0.70,0.00,2.29,1.00,0.00,823.00,45.00,6.00,14.00,0.00,758.00
2025,7,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",75.00,14.00,7.64,1.00,3.57,0.00,1.79,0.00,0.00,722.00,485.00,24.00,81.00,0.00,132.00
2025,7,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",97.00,23.00,8.09,0.73,4.85,0.00,9.33,1.00,0.00,2125.00,655.00,65.00,437.00,0.00,968.00
2025,7,YV,Mesa Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",31.00,1.00,0.82,0.00,0.18,0.00,0.00,0.00,0.00,50.00,41.00,0.00,9.00,0.00,0.00
2025,7,YV,Mesa Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",31.00,4.00,1.59,1.00,0.43,0.00,0.98,0.00,0.00,187.00,32.00,51.00,10.00,0.00,94.00
2025,7,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",148.00,38.00,13.69,2.56,10.66,0.00,11.09,6.00,1.00,3785.00,1253.00,569.00,476.00,0.00,1487.00
2025,7,YV,Mesa Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",87.00,32.00,10.43,3.08,6.65,0.00,11.84,1.00,0.00,2424.00,659.00,277.00,258.00,0.00,1230.00
2025,7,YV,Mesa Airlines Inc.,ELP,"El Paso, TX: El Paso International",159.00,47.00,19.48,5.82,5.93,0.00,15.77,4.00,1.00,3735.00,1381.00,729.00,178.00,0.00,1447.00
2025,7,YV,Mesa Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",31.00,10.00,1.79,2.27,3.63,0.00,2.31,1.00,0.00,759.00,88.00,388.00,121.00,0.00,162.00
2025,7,YV,Mesa Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",57.00,19.00,6.21,7.00,1.64,0.00,4.14,1.00,0.00,1525.00,487.00,566.00,132.00,0.00,340.00
2025,7,YV,Mesa Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",8.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,150.00,0.00,150.00,0.00,0.00,0.00
2025,7,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",978.00,234.00,52.94,14.27,67.41,0.00,99.39,48.00,6.00,23417.00,3756.00,2148.00,8302.00,0.00,9211.00
2025,7,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2601.00,533.00,153.23,16.20,197.45,0.00,166.13,45.00,13.00,55178.00,12407.00,3965.00,18234.00,0.00,20572.00
2025,7,YV,Mesa Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",74.00,26.00,6.29,4.45,1.94,0.00,13.32,2.00,0.00,2052.00,413.00,389.00,81.00,0.00,1169.00
2025,7,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",93.00,23.00,11.11,1.86,2.86,0.00,7.17,1.00,0.00,1802.00,679.00,61.00,77.00,0.00,985.00
2025,7,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",102.00,26.00,5.64,1.14,11.90,0.00,7.33,1.00,0.00,1457.00,440.00,71.00,448.00,0.00,498.00
2025,7,YV,Mesa Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",23.00,6.00,3.22,0.53,0.24,0.00,2.01,1.00,0.00,339.00,142.00,16.00,14.00,0.00,167.00
2025,7,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",80.00,25.00,2.87,1.20,13.28,0.00,7.66,11.00,1.00,2392.00,114.00,245.00,811.00,0.00,1222.00
2025,7,YV,Mesa Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",42.00,9.00,3.16,0.00,1.82,0.00,4.03,0.00,0.00,498.00,187.00,0.00,40.00,0.00,271.00
2025,7,YV,Mesa Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",148.00,45.00,15.62,7.98,10.64,0.00,10.76,3.00,0.00,5181.00,1370.00,1691.00,636.00,0.00,1484.00
2025,7,YV,Mesa Airlines Inc.,MEM,"Memphis, TN: Memphis International",44.00,14.00,5.84,0.00,2.00,0.00,6.16,1.00,0.00,1304.00,659.00,0.00,46.00,0.00,599.00
2025,7,YV,Mesa Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",57.00,13.00,4.27,1.72,1.46,0.00,5.55,2.00,0.00,1193.00,218.00,248.00,101.00,0.00,626.00
2025,7,YV,Mesa Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",61.00,21.00,9.13,1.99,3.35,0.00,6.54,0.00,0.00,1756.00,679.00,228.00,113.00,0.00,736.00
2025,7,YV,Mesa Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",24.00,6.00,1.37,0.00,1.15,0.00,3.48,1.00,0.00,296.00,41.00,0.00,28.00,0.00,227.00
2025,7,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",92.00,14.00,6.58,2.78,3.63,0.00,1.02,2.00,0.00,595.00,202.00,249.00,82.00,0.00,62.00
2025,7,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",33.00,7.00,3.77,0.00,1.59,0.00,1.64,0.00,0.00,459.00,258.00,0.00,48.00,0.00,153.00
2025,7,YV,Mesa Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",30.00,2.00,1.64,0.00,0.00,0.00,0.36,0.00,0.00,59.00,43.00,0.00,0.00,0.00,16.00
2025,7,YV,Mesa Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,7,YV,Mesa Airlines Inc.,OKC,"Oklahoma City, OK: Okc Will Rogers International",26.00,4.00,1.45,1.43,0.57,0.00,0.55,0.00,0.00,421.00,139.00,119.00,45.00,0.00,118.00
2025,7,YV,Mesa Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",27.00,4.00,0.77,0.94,0.46,0.00,1.84,0.00,0.00,360.00,17.00,143.00,60.00,0.00,140.00
2025,7,YV,Mesa Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",98.00,28.00,16.66,2.42,2.59,0.00,6.32,1.00,1.00,2044.00,874.00,331.00,119.00,0.00,720.00
2025,7,YV,Mesa Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",25.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,27.00,0.00,0.00
2025,7,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",45.00,8.00,3.08,2.61,0.32,0.00,1.99,1.00,1.00,1191.00,287.00,439.00,55.00,0.00,410.00
2025,7,YV,Mesa Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",56.00,5.00,3.71,0.00,1.29,0.00,0.00,0.00,0.00,276.00,248.00,0.00,28.00,0.00,0.00
2025,7,YV,Mesa Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",47.00,12.00,4.24,1.61,2.00,0.00,4.15,0.00,0.00,495.00,134.00,176.00,64.00,0.00,121.00
2025,7,YV,Mesa Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",44.00,14.00,6.30,0.00,0.14,0.00,7.56,0.00,0.00,1263.00,474.00,0.00,4.00,0.00,785.00
2025,7,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",80.00,16.00,5.06,2.09,3.43,0.00,5.42,6.00,0.00,991.00,198.00,143.00,92.00,0.00,558.00
2025,7,YV,Mesa Airlines Inc.,RIC,"Richmond, VA: Richmond International",61.00,15.00,5.82,1.00,4.29,0.00,3.89,2.00,1.00,1404.00,600.00,50.00,236.00,0.00,518.00
2025,7,YV,Mesa Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",65.00,13.00,4.57,2.29,1.39,0.00,4.75,1.00,0.00,1131.00,213.00,298.00,157.00,0.00,463.00
2025,7,YV,Mesa Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",154.00,51.00,17.41,8.94,8.29,0.00,16.36,6.00,0.00,4621.00,1016.00,547.00,481.00,0.00,2577.00
2025,7,YV,Mesa Airlines Inc.,SBN,"South Bend, IN: South Bend International",5.00,3.00,0.11,1.00,1.00,0.00,0.89,0.00,0.00,296.00,20.00,45.00,68.00,0.00,163.00
2025,7,YV,Mesa Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",151.00,43.00,15.91,5.85,7.12,0.00,14.12,4.00,0.00,5034.00,1390.00,995.00,338.00,0.00,2311.00
2025,7,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",27.00,8.00,2.26,4.54,0.30,0.00,0.90,0.00,0.00,807.00,84.00,598.00,46.00,0.00,79.00
2025,7,YV,Mesa Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",70.00,12.00,4.21,1.47,0.25,0.00,6.07,1.00,0.00,839.00,186.00,124.00,9.00,0.00,520.00
2025,7,YV,Mesa Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",29.00,6.00,2.89,0.00,0.51,0.00,2.60,1.00,0.00,624.00,290.00,0.00,10.00,0.00,324.00
2025,7,YV,Mesa Airlines Inc.,TUS,"Tucson, AZ: Tucson International",62.00,13.00,6.15,0.26,1.68,0.00,4.91,2.00,0.00,739.00,296.00,18.00,72.00,0.00,353.00
2025,7,YV,Mesa Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,7,YV,Mesa Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",52.00,13.00,2.47,4.28,0.69,0.00,5.57,3.00,2.00,1403.00,105.00,592.00,53.00,0.00,653.00
2025,7,YX,Republic Airline,ACK,"Nantucket, MA: Nantucket Memorial",236.00,41.00,12.26,2.01,17.01,0.00,9.73,7.00,2.00,2674.00,821.00,333.00,717.00,0.00,803.00
2025,7,YX,Republic Airline,ALB,"Albany, NY: Albany International",29.00,9.00,2.09,0.00,5.51,0.00,1.41,0.00,0.00,465.00,79.00,0.00,307.00,0.00,79.00
2025,7,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124.00,16.00,3.44,1.57,7.67,0.00,3.33,10.00,0.00,980.00,140.00,239.00,312.00,0.00,289.00
2025,7,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
2025,7,YX,Republic Airline,AVL,"Asheville, NC: Asheville Regional",47.00,9.00,1.28,0.60,4.00,0.00,3.12,0.00,0.00,612.00,32.00,184.00,277.00,0.00,119.00
2025,7,YX,Republic Airline,BDL,"Hartford, CT: Bradley International",79.00,14.00,6.97,0.83,0.83,0.00,5.36,7.00,0.00,632.00,311.00,94.00,67.00,0.00,160.00
2025,7,YX,Republic Airline,BGR,"Bangor, ME: Bangor International",248.00,56.00,18.93,3.05,9.53,0.00,24.49,13.00,0.00,5702.00,2022.00,495.00,457.00,0.00,2728.00
2025,7,YX,Republic Airline,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",33.00,7.00,3.96,0.00,1.17,0.00,1.86,2.00,0.00,340.00,210.00,0.00,24.00,0.00,106.00
2025,7,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",518.00,144.00,29.75,2.67,67.06,0.00,44.52,35.00,7.00,10374.00,2526.00,474.00,3656.00,0.00,3718.00
2025,7,YX,Republic Airline,BOS,"Boston, MA: Logan International",2818.00,724.00,202.90,26.95,308.05,0.83,185.27,193.00,4.00,61290.00,17023.00,2984.00,25030.00,51.00,16202.00
2025,7,YX,Republic Airline,BTV,"Burlington, VT: Patrick Leahy Burlington International",219.00,42.00,11.15,1.28,11.40,0.00,18.17,28.00,1.00,4567.00,733.00,535.00,787.00,0.00,2512.00
2025,7,YX,Republic Airline,BUF,"Buffalo, NY: Buffalo Niagara International",256.00,57.00,15.64,1.00,22.81,0.00,17.55,39.00,1.00,5103.00,1369.00,326.00,1522.00,0.00,1886.00
2025,7,YX,Republic Airline,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",122.00,28.00,8.81,0.00,9.28,0.00,9.91,5.00,0.00,2919.00,510.00,0.00,1283.00,0.00,1126.00
2025,7,YX,Republic Airline,CAE,"Columbia, SC: Columbia Metropolitan",39.00,11.00,1.74,0.01,3.32,0.00,5.93,1.00,0.00,718.00,77.00,2.00,270.00,0.00,369.00
2025,7,YX,Republic Airline,CHA,"Chattanooga, TN: Lovell Field",8.00,5.00,0.00,0.00,1.91,0.00,3.09,0.00,0.00,427.00,0.00,0.00,189.00,0.00,238.00
2025,7,YX,Republic Airline,CHO,"Charlottesville, VA: Charlottesville Albemarle",27.00,5.00,1.26,0.70,1.26,0.00,1.77,0.00,0.00,1035.00,55.00,188.00,581.00,0.00,211.00
2025,7,YX,Republic Airline,CHS,"Charleston, SC: Charleston AFB/International",234.00,76.00,28.12,1.62,23.96,0.00,22.30,22.00,0.00,6988.00,2338.00,184.00,1810.00,0.00,2656.00
2025,7,YX,Republic Airline,CLE,"Cleveland, OH: Cleveland-Hopkins International",352.00,93.00,27.63,1.84,28.11,0.00,35.41,32.00,1.00,7211.00,1731.00,813.00,1410.00,0.00,3257.00
2025,7,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",268.00,49.00,20.94,0.75,14.97,0.00,12.34,12.00,1.00,4103.00,1714.00,63.00,1244.00,0.00,1082.00
2025,7,YX,Republic Airline,CMH,"Columbus, OH: John Glenn Columbus International",1056.00,282.00,81.47,13.28,78.31,0.00,108.94,74.00,0.00,24751.00,6425.00,1828.00,4889.00,0.00,11609.00
2025,7,YX,Republic Airline,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",518.00,134.00,30.99,7.69,43.31,0.00,52.02,27.00,2.00,8519.00,2082.00,851.00,2093.00,0.00,3493.00
2025,7,YX,Republic Airline,DAY,"Dayton, OH: James M Cox/Dayton International",31.00,13.00,3.09,1.00,4.16,0.00,4.75,6.00,0.00,918.00,98.00,167.00,281.00,0.00,372.00
2025,7,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2203.00,483.00,96.53,27.54,198.04,0.59,160.31,257.00,19.00,39938.00,8073.00,4064.00,13640.00,53.00,14108.00
2025,7,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,22.00,0.00,0.00,0.00,0.00
2025,7,YX,Republic Airline,DSM,"Des Moines, IA: Des Moines International",102.00,33.00,1.01,3.59,14.63,0.00,13.77,15.00,0.00,2932.00,26.00,902.00,820.00,0.00,1184.00
2025,7,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",636.00,145.00,42.80,5.77,42.10,0.00,54.33,43.00,1.00,12678.00,3713.00,970.00,3010.00,0.00,4985.00
2025,7,YX,Republic Airline,ECP,"Panama City, FL: Northwest Florida Beaches International",16.00,1.00,0.00,0.24,0.76,0.00,0.00,0.00,0.00,42.00,0.00,10.00,32.00,0.00,0.00
2025,7,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1981.00,540.00,104.41,27.06,319.51,0.00,89.01,257.00,7.00,56998.00,11963.00,6049.00,29376.00,0.00,9610.00
2025,7,YX,Republic Airline,EYW,"Key West, FL: Key West International",31.00,7.00,0.68,0.00,5.16,0.00,1.16,0.00,0.00,195.00,21.00,0.00,134.00,0.00,40.00
2025,7,YX,Republic Airline,GRB,"Green Bay, WI: Green Bay Austin Straubel International",5.00,2.00,1.29,0.00,0.00,0.00,0.71,0.00,0.00,191.00,100.00,0.00,0.00,0.00,91.00
2025,7,YX,Republic Airline,GRR,"Grand Rapids, MI: Gerald R. Ford International",216.00,48.00,20.67,0.00,13.37,0.00,13.96,19.00,0.00,3681.00,1555.00,0.00,682.00,0.00,1444.00
2025,7,YX,Republic Airline,GSO,"Greensboro/High Point, NC: Piedmont Triad International",146.00,41.00,9.51,2.82,11.47,0.00,17.20,26.00,1.00,3233.00,655.00,422.00,679.00,0.00,1477.00
2025,7,YX,Republic Airline,GSP,"Greer, SC: Greenville-Spartanburg International",227.00,59.00,14.72,0.71,17.09,0.00,26.49,30.00,0.00,5437.00,1765.00,120.00,1009.00,0.00,2543.00
2025,7,YX,Republic Airline,HHH,"Hilton Head, SC: Hilton Head Airport",142.00,26.00,13.03,1.28,8.22,0.00,3.47,2.00,2.00,1137.00,521.00,75.00,361.00,0.00,180.00
2025,7,YX,Republic Airline,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,175.00,0.00,175.00,0.00,0.00,0.00
2025,7,YX,Republic Airline,HYA,"Hyannis, MA: Cape Cod Gateway",110.00,15.00,5.03,0.00,4.94,0.00,5.03,2.00,0.00,931.00,168.00,0.00,206.00,0.00,557.00
2025,7,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",963.00,177.00,47.11,12.81,56.72,0.00,60.36,82.00,2.00,17310.00,5138.00,1671.00,3917.00,0.00,6584.00
2025,7,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",19.00,4.00,0.00,0.00,2.29,0.00,1.71,0.00,0.00,176.00,0.00,0.00,92.00,0.00,84.00
2025,7,YX,Republic Airline,ILM,"Wilmington, NC: Wilmington International",129.00,39.00,3.63,1.97,12.61,0.00,20.79,13.00,1.00,2628.00,147.00,266.00,700.00,0.00,1515.00
2025,7,YX,Republic Airline,IND,"Indianapolis, IN: Indianapolis International",1131.00,302.00,78.84,15.76,77.90,0.00,129.50,104.00,4.00,29185.00,5426.00,3318.00,5836.00,0.00,14605.00
2025,7,YX,Republic Airline,JAX,"Jacksonville, FL: Jacksonville International",148.00,49.00,9.31,3.23,19.83,0.00,16.62,14.00,0.00,3942.00,706.00,395.00,1118.00,0.00,1723.00
2025,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1309.00,315.00,64.81,16.52,151.45,0.00,82.22,142.00,5.00,27101.00,4858.00,2113.00,13283.00,0.00,6847.00
2025,7,YX,Republic Airline,LEX,"Lexington, KY: Blue Grass",52.00,12.00,4.26,1.29,2.85,0.00,3.59,4.00,0.00,1149.00,379.00,261.00,176.00,0.00,333.00
2025,7,YX,Republic Airline,LGA,"New York, NY: LaGuardia",4768.00,1099.00,295.79,49.49,484.24,1.89,267.58,567.00,20.00,106263.00,36148.00,8308.00,36550.00,48.00,25209.00
2025,7,YX,Republic Airline,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",31.00,16.00,1.17,0.00,6.55,0.00,8.28,7.00,0.00,987.00,105.00,0.00,293.00,0.00,589.00
2025,7,YX,Republic Airline,MCI,"Kansas City, MO: Kansas City International",118.00,33.00,13.38,0.62,7.18,0.00,11.82,5.00,0.00,2264.00,778.00,95.00,400.00,0.00,991.00
2025,7,YX,Republic Airline,MCO,"Orlando, FL: Orlando International",93.00,32.00,10.42,1.51,11.19,0.00,8.89,0.00,0.00,2575.00,1286.00,78.00,425.00,0.00,786.00
2025,7,YX,Republic Airline,MEM,"Memphis, TN: Memphis International",315.00,91.00,15.39,6.63,26.37,0.00,42.61,31.00,0.00,8624.00,1454.00,864.00,1872.00,0.00,4434.00
2025,7,YX,Republic Airline,MIA,"Miami, FL: Miami International",142.00,43.00,9.77,5.99,15.01,0.04,12.18,0.00,2.00,3223.00,1057.00,592.00,801.00,4.00,769.00
2025,7,YX,Republic Airline,MKE,"Milwaukee, WI: General Mitchell International",235.00,55.00,17.45,1.90,17.25,0.00,18.40,28.00,0.00,5222.00,1452.00,504.00,1573.00,0.00,1693.00
2025,7,YX,Republic Airline,MSN,"Madison, WI: Dane County Regional-Truax Field",207.00,44.00,10.00,0.00,11.27,0.00,22.73,25.00,0.00,4425.00,1037.00,0.00,685.00,0.00,2703.00
2025,7,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",119.00,31.00,3.90,4.22,8.69,0.00,14.19,11.00,0.00,2175.00,186.00,594.00,546.00,0.00,849.00
2025,7,YX,Republic Airline,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",47.00,11.00,3.92,0.00,3.11,0.00,3.98,2.00,1.00,761.00,280.00,0.00,216.00,0.00,265.00
2025,7,YX,Republic Airline,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",224.00,27.00,10.50,3.03,7.41,0.00,6.05,6.00,0.00,1884.00,658.00,418.00,354.00,0.00,454.00
2025,7,YX,Republic Airline,MYR,"Myrtle Beach, SC: Myrtle Beach International",42.00,12.00,2.76,0.00,7.01,0.00,2.22,4.00,0.00,699.00,231.00,0.00,263.00,0.00,205.00
2025,7,YX,Republic Airline,OKC,"Oklahoma City, OK: Okc Will Rogers International",67.00,19.00,4.61,1.79,5.81,0.00,6.79,13.00,2.00,2037.00,220.00,459.00,434.00,0.00,924.00
2025,7,YX,Republic Airline,OMA,"Omaha, NE: Eppley Airfield",80.00,18.00,4.78,0.00,4.60,0.00,8.62,11.00,0.00,1578.00,292.00,0.00,470.00,0.00,816.00
2025,7,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",2016.00,564.00,105.91,36.46,262.51,1.00,158.12,62.00,5.00,46030.00,8414.00,3558.00,18557.00,18.00,15483.00
2025,7,YX,Republic Airline,ORF,"Norfolk, VA: Norfolk International",388.00,90.00,26.70,5.48,24.78,0.00,33.04,42.00,0.00,7760.00,2007.00,1322.00,1436.00,0.00,2995.00
2025,7,YX,Republic Airline,ORH,"Worcester, MA: Worcester Regional",4.00,1.00,0.49,0.00,0.00,0.00,0.51,0.00,0.00,179.00,87.00,0.00,0.00,0.00,92.00
2025,7,YX,Republic Airline,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",18.00,4.00,1.00,0.57,0.42,0.00,2.01,1.00,0.00,232.00,22.00,77.00,57.00,0.00,76.00
2025,7,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",713.00,187.00,41.77,7.15,78.56,0.00,59.52,43.00,3.00,12873.00,2821.00,750.00,3961.00,0.00,5341.00
2025,7,YX,Republic Airline,PIT,"Pittsburgh, PA: Pittsburgh International",1038.00,273.00,71.06,13.19,71.12,0.00,117.62,90.00,1.00,23642.00,5206.00,2301.00,4438.00,0.00,11697.00
2025,7,YX,Republic Airline,PNS,"Pensacola, FL: Pensacola International",31.00,3.00,0.21,0.00,1.00,0.00,1.79,1.00,0.00,177.00,17.00,0.00,39.00,0.00,121.00
2025,7,YX,Republic Airline,PVD,"Providence, RI: Rhode Island Tf Green International",2.00,2.00,1.65,0.00,0.19,0.00,0.17,0.00,0.00,228.00,187.00,0.00,30.00,0.00,11.00
2025,7,YX,Republic Airline,PWM,"Portland, ME: Portland International Jetport",401.00,98.00,34.28,1.61,27.23,0.00,34.88,41.00,0.00,8976.00,3401.00,282.00,1746.00,0.00,3547.00
2025,7,YX,Republic Airline,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",623.00,176.00,33.17,9.00,67.78,0.00,66.05,64.00,3.00,12769.00,3060.00,1140.00,3496.00,0.00,5073.00
2025,7,YX,Republic Airline,RIC,"Richmond, VA: Richmond International",349.00,83.00,18.44,4.12,28.25,0.00,32.20,31.00,2.00,6475.00,1086.00,878.00,2290.00,0.00,2221.00
2025,7,YX,Republic Airline,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",26.00,10.00,1.48,1.19,4.72,0.00,2.60,2.00,0.00,1233.00,171.00,360.00,326.00,0.00,376.00
2025,7,YX,Republic Airline,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",138.00,33.00,14.68,0.00,5.36,0.00,12.96,15.00,0.00,2039.00,980.00,0.00,151.00,0.00,908.00
2025,7,YX,Republic Airline,RSW,"Fort Myers, FL: Southwest Florida International",30.00,10.00,2.21,1.78,3.30,0.00,2.71,2.00,0.00,714.00,141.00,218.00,172.00,0.00,183.00
2025,7,YX,Republic Airline,SAV,"Savannah, GA: Savannah/Hilton Head International",115.00,30.00,13.01,2.89,8.09,0.00,6.01,8.00,1.00,3338.00,1103.00,1371.00,317.00,0.00,547.00
2025,7,YX,Republic Airline,SBN,"South Bend, IN: South Bend International",26.00,8.00,0.11,1.42,3.64,0.00,2.84,4.00,0.00,1609.00,101.00,165.00,207.00,0.00,1136.00
2025,7,YX,Republic Airline,SCE,"State College, PA: State College Regional",10.00,2.00,1.00,0.00,0.03,0.00,0.97,0.00,0.00,109.00,38.00,0.00,2.00,0.00,69.00
2025,7,YX,Republic Airline,SDF,"Louisville, KY: Louisville Muhammad Ali International",462.00,132.00,31.11,6.76,37.60,0.00,56.53,29.00,5.00,14899.00,3660.00,1939.00,2446.00,0.00,6854.00
2025,7,YX,Republic Airline,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",9.00,1.00,0.96,0.00,0.04,0.00,0.00,0.00,0.00,404.00,388.00,0.00,16.00,0.00,0.00
2025,7,YX,Republic Airline,STL,"St. Louis, MO: St Louis Lambert International",250.00,55.00,14.49,3.06,20.83,0.00,16.62,25.00,0.00,5021.00,1172.00,390.00,1334.00,0.00,2125.00
2025,7,YX,Republic Airline,SYR,"Syracuse, NY: Syracuse Hancock International",123.00,23.00,5.58,0.00,4.27,0.00,13.15,14.00,0.00,1420.00,284.00,0.00,147.00,0.00,989.00
2025,7,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",8.00,1.00,0.00,0.00,0.15,0.00,0.85,0.00,0.00,33.00,0.00,0.00,5.00,0.00,28.00
